83;3392.00;10.60;1343.00;big
84;3640.00;9.50;1108.00;big
84;3529.00;9.50;1272.00;big
85;3216.00;10.73;1867.00;big
85;3390.00;10.20;1905.00;big
86;1432.00;9.50;1895.00;big
86;1229.00;11.32;1926.00;big
87;1045.00;9.50;2024.00;big
87;774.00;9.50;2032.00;big
88;1271.00;9.50;1618.00;big
88;1224.00;9.50;1519.00;big
89;857.00;9.50;1676.00;big
89;1055.00;9.50;1661.00;big
90;990.00;9.50;1234.00;big
90;1094.00;9.50;1347.00;big
91;3834.00;9.50;1986.00;big
91;3665.00;9.50;1886.00;big
92;3628.00;9.50;1743.00;big
92;3860.00;9.50;1716.00;big
93;4255.00;9.50;1946.00;big
93;4074.00;9.50;1965.00;big
94;3945.00;9.50;1712.00;big
94;4120.00;9.50;1685.00;big
95;4241.00;11.07;1484.00;big
95;4399.00;10.10;1645.00;big
96;4728.00;10.10;1888.00;big
96;4459.00;10.55;1933.00;big
97;4684.00;9.50;1706.00;big
97;4904.00;9.50;1771.00;big
98;5273.00;10.85;1949.00;big
98;5121.00;11.07;1971.00;big
99;5126.00;9.50;1679.00;big
99;5319.00;9.50;1707.00;big
100;5556.00;9.50;1879.00;big
100;55.00;9.50;1883.00;big
101;5506.00;9.50;1538.00;big
101;5521.00;9.50;1720.00;big
102;5591.00;9.50;1078.00;big
102;5486.00;9.50;1276.00;big
103;5319.00;9.50;1004.00;big
103;5420.00;9.50;849.00;big
104;5528.00;12.20;802.00;big
104;5427.00;11.25;574.00;big
105;5397.00;9.50;754.00;big
105;5332.00;9.50;698.00;big
106;5235.00;11.10;644.00;big
106;5065.00;11.30;517.00;big
107;4682.00;9.50;73.00;big
107;4894.00;10.50;104.00;big
108;5008.00;9.50;338.00;big
108;5174.00;10.23;343.00;big
109;5165.00;10.38;188.00;big
109;5205.00;10.65;127.00;big
110;5608.00;9.50;395.00;big
110;5412.00;9.50;401.00;big
111;5371.00;10.40;134.00;big
111;5368.00;11.30;265.00;big
112;109.00;9.50;741.00;big
112;5565.00;11.40;604.00;big
113;472.00;11.40;1710.00;big
113;356.00;10.05;1738.00;big
114;301.00;9.50;1920.00;big
114;535.00;9.50;1941.00;big
115;71.00;9.50;1583.00;big
115;211.00;9.50;1690.00;big
116;469.00;9.50;1585.00;big
116;469.00;9.50;1402.00;big
117;726.00;9.50;1502.00;big
117;763.00;9.50;1366.00;big
118;769.00;9.50;1163.00;big
118;625.00;9.50;1043.00;big
119;80.00;9.50;1292.00;big
119;283.00;9.50;1377.00;big
120;474.00;11.30;1317.00;big
120;377.00;10.23;1287.00;big
121;213.00;10.35;1180.00;big
121;118.00;9.50;972.00;big
122;424.00;9.50;1162.00;big
122;545.00;9.50;1201.00;big
123;227.00;10.10;711.00;big
123;207.00;10.65;773.00;big
124;607.00;9.50;829.00;big
124;367.00;11.50;854.00;big
125;366.00;9.50;147.00;big
125;138.00;9.50;89.00;big
126;107.00;9.50;378.00;big
126;264.00;9.50;350.00;big
127;624.00;10.20;367.00;big
127;475.00;10.30;386.00;big
128;763.00;11.05;77.00;big
128;771.00;9.50;280.00;big
129;992.00;9.50;380.00;big
129;1056.00;9.50;516.00;big
130;1180.00;9.50;744.00;big
130;1066.00;9.50;736.00;big
131;716.00;9.50;570.00;big
131;866.00;9.50;632.00;big
132;926.00;9.50;820.00;big
132;754.00;9.50;868.00;big
133;1979.00;10.75;984.00;big
133;2063.00;12.10;941.00;big
134;1833.00;11.10;1031.00;big
134;1707.00;10.20;985.00;big
135;1705.00;11.40;834.00;big
135;1611.00;13.68;934.00;big
136;1940.00;10.70;710.00;big
136;1898.00;12.00;797.00;big
137;1907.00;12.48;1110.00;big
137;1990.00;10.60;1128.00;big
138;2134.00;10.60;1288.00;big
138;2247.00;10.00;1263.00;big
139;2082.00;11.55;1106.00;big
139;2194.00;10.40;1124.00;big
140;2306.00;12.25;1104.00;big
140;2380.00;11.50;1210.00;big
141;2356.00;12.10;1009.00;big
141;2239.00;12.95;967.00;big
142;927.00;10.20;238.00;big
142;1054.00;11.00;239.00;big
143;946.00;10.73;79.00;big
143;1068.00;10.65;116.00;big
144;425.00;9.50;553.00;big
144;310.00;9.50;695.00;big
145;285.00;11.15;643.00;big
145;252.00;10.80;599.00;big
146;330.00;11.45;752.00;big
146;368.00;10.90;714.00;big
147;391.00;10.40;608.00;big
147;390.00;10.30;649.00;big
148;330.00;11.03;552.00;big
148;362.00;11.10;513.00;big
149;469.00;11.28;646.00;big
149;497.00;10.75;562.00;big
